Index,Date,Open,High,Low,Close,Adj Close,Volume
0,11/16/17,171.179993,171.869995,170.300003,171.100006,168.56926,23637500
1,11/17/17,171.039993,171.389999,169.639999,170.149994,167.633301,21899500
2,11/20/17,170.289993,170.559998,169.559998,169.979996,167.46579,16262400
3,11/21/17,170.779999,173.699997,170.779999,173.139999,170.579071,25131300
4,11/22/17,173.360001,175,173.050003,174.960007,172.372147,25588900
5,11/24/17,175.100006,175.5,174.649994,174.970001,172.382004,14026700
6,11/27/17,175.050003,175.080002,173.339996,174.089996,171.514999,20716800
7,11/28/17,174.300003,174.869995,171.860001,173.070007,170.510101,26428800
8,11/29/17,172.630005,172.919998,167.160004,169.479996,166.973206,41666400
9,11/30/17,170.429993,172.139999,168.440002,171.850006,169.308151,41527200
10,12/01/17,169.949997,171.669998,168.5,171.050003,168.519974,39759300
11,12/04/17,172.479996,172.619995,169.630005,169.800003,167.288483,32542400
12,12/05/17,169.059998,171.520004,168.399994,169.639999,167.130829,27350200
13,12/06/17,167.5,170.199997,166.460007,169.009995,166.510162,28560000
14,12/07/17,169.029999,170.440002,168.910004,169.320007,166.815567,25673300
15,12/08/17,170.490005,171,168.820007,169.369995,166.864822,23355200
16,12/11/17,169.199997,172.889999,168.789993,172.669998,170.116028,35273800
17,12/12/17,172.149994,172.389999,171.460007,171.699997,169.16037,19409200
18,12/13/17,172.5,173.539993,172,172.270004,169.721939,23818400
19,12/14/17,172.399994,173.130005,171.649994,172.220001,169.672668,20476500
20,12/15/17,173.630005,174.169998,172.460007,173.970001,171.39679,40169300
21,12/18/17,174.880005,177.199997,174.860001,176.419998,173.810547,29421100
22,12/19/17,175.029999,175.389999,174.089996,174.539993,171.958359,27436400
23,12/20/17,174.869995,175.419998,173.25,174.350006,171.771179,23475600
24,12/21/17,174.169998,176.020004,174.100006,175.009995,172.421402,20949900
25,12/22/17,174.679993,175.419998,174.5,175.009995,172.421402,16114600
26,12/26/17,170.800003,171.470001,169.679993,170.570007,168.047089,33185500
27,12/27/17,170.100006,170.779999,169.710007,170.600006,168.076645,21498200
28,12/28/17,171,171.850006,170.479996,171.080002,168.549545,16480200
29,12/29/17,170.520004,170.589996,169.220001,169.229996,166.726913,25884400
30,01/02/18,170.160004,172.300003,169.259995,172.259995,169.712067,25555900
31,01/03/18,172.529999,174.550003,171.960007,172.229996,169.68251,29517900
32,01/04/18,172.539993,173.470001,172.080002,173.029999,170.470703,22434600
33,01/05/18,173.440002,175.369995,173.050003,175,172.41156,23660000
34,01/08/18,174.350006,175.610001,173.929993,174.350006,171.771179,20567800
35,01/09/18,174.550003,175.059998,173.410004,174.330002,171.751465,21584000
36,01/10/18,173.160004,174.300003,173,174.289993,171.712051,23959900
37,01/11/18,174.589996,175.490005,174.490005,175.279999,172.687408,18667700
38,01/12/18,176.179993,177.360001,175.649994,177.089996,174.470642,25226000
39,01/16/18,177.899994,179.389999,176.139999,176.190002,173.583969,29565900
40,01/17/18,176.149994,179.25,175.070007,179.100006,176.450928,34386800
41,01/18/18,179.369995,180.100006,178.25,179.259995,176.608551,31193400
42,01/19/18,178.610001,179.580002,177.410004,178.460007,175.820389,32425100
43,01/22/18,177.300003,177.779999,176.600006,177,174.381973,27108600
44,01/23/18,177.300003,179.440002,176.820007,177.039993,174.421387,32689100
45,01/24/18,177.25,177.300003,173.199997,174.220001,171.643082,51105100
46,01/25/18,174.509995,174.949997,170.529999,171.110001,168.579086,41529000
47,01/26/18,172,172,170.059998,171.509995,168.973175,39143000
48,01/29/18,170.160004,170.160004,167.070007,167.960007,165.475677,50640400
49,01/30/18,165.529999,167.369995,164.699997,166.970001,164.500336,46048200
50,01/31/18,166.869995,168.440002,166.5,167.429993,164.953522,32478900
51,02/01/18,167.169998,168.619995,166.759995,167.779999,165.298355,47230800
52,02/02/18,166,166.800003,160.100006,160.5,158.126022,86593800
53,02/05/18,159.100006,163.880005,156,156.490005,154.175354,72738500
54,02/06/18,154.830002,163.720001,154,163.029999,160.618591,68243800
55,02/07/18,163.089996,163.399994,159.070007,159.539993,157.180222,51608600
56,02/08/18,160.289993,161,155.029999,155.149994,152.855148,54390500
57,02/09/18,157.070007,157.889999,150.240005,156.410004,154.724808,70672600
58,02/12/18,158.5,163.889999,157.509995,162.710007,160.956924,60819500
59,02/13/18,161.949997,164.75,161.649994,164.339996,162.569351,32549200
60,02/14/18,163.039993,167.539993,162.880005,167.369995,165.566696,40644900
61,02/15/18,169.789993,173.089996,169,172.990005,171.12616,51147200
62,02/16/18,172.360001,174.820007,171.770004,172.429993,170.572189,40176100
63,02/20/18,172.050003,174.259995,171.419998,171.850006,169.998444,33930500
64,02/21/18,172.830002,174.119995,171.009995,171.070007,169.226852,37471600
65,02/22/18,171.800003,173.949997,171.710007,172.5,170.641434,30991900
66,02/23/18,173.669998,175.649994,173.539993,175.5,173.6091,33812400
67,02/26/18,176.350006,179.389999,176.210007,178.970001,177.041733,38162200
68,02/27/18,179.100006,180.479996,178.160004,178.389999,176.467987,38928100
69,02/28/18,179.259995,180.619995,178.050003,178.119995,176.200882,37782100
70,03/01/18,178.539993,179.779999,172.660004,175,173.114502,48802000
71,03/02/18,172.800003,176.300003,172.449997,176.210007,174.311478,38454000
72,03/05/18,175.210007,177.740005,174.520004,176.820007,174.914902,28401400
73,03/06/18,177.910004,178.25,176.130005,176.669998,174.76651,23788500
74,03/07/18,174.940002,175.850006,174.270004,175.029999,173.14418,31703500
75,03/08/18,175.479996,177.119995,175.070007,176.940002,175.0336,23774100
76,03/09/18,177.960007,180,177.389999,179.979996,178.040833,32185200
77,03/12/18,180.289993,182.389999,180.210007,181.720001,179.762085,32207100
78,03/13/18,182.589996,183.5,179.240005,179.970001,178.030945,31693500
79,03/14/18,180.320007,180.520004,177.809998,178.440002,176.517426,29368400
80,03/15/18,178.5,180.240005,178.070007,178.649994,176.725159,22743800
81,03/16/18,178.649994,179.119995,177.619995,178.020004,176.101959,39404700
82,03/19/18,177.320007,177.470001,173.660004,175.300003,173.411285,33446800
83,03/20/18,175.240005,176.800003,174.940002,175.240005,173.351913,19649400
84,03/21/18,175.039993,175.089996,171.259995,171.270004,169.424683,36338100
85,03/22/18,170,172.679993,168.600006,168.850006,167.030762,41490800
86,03/23/18,168.389999,169.919998,164.940002,164.940002,163.162888,41028800
87,03/26/18,168.070007,173.100006,166.440002,172.770004,170.908539,37541200
88,03/27/18,173.679993,175.149994,166.919998,168.339996,166.52626,40922600
89,03/28/18,167.25,170.020004,165.190002,166.479996,164.686295,41668500
90,03/29/18,167.809998,171.75,166.899994,167.779999,165.97229,38398500
91,04/02/18,166.639999,168.940002,164.470001,166.679993,164.88414,37586800
92,04/03/18,167.639999,168.75,164.880005,168.389999,166.575714,30278000
93,04/04/18,164.880005,172.009995,164.770004,171.610001,169.761032,34605500
94,04/05/18,172.580002,174.229996,172.080002,172.800003,170.938202,26933200
95,04/06/18,170.970001,172.479996,168.199997,168.380005,166.565842,35005300
96,04/09/18,169.880005,173.089996,169.850006,170.050003,168.217834,29017700
97,04/10/18,173,174,171.529999,173.25,171.383347,28408600
98,04/11/18,172.229996,173.919998,171.699997,172.440002,170.582092,22431600
99,04/12/18,173.410004,175,173.039993,174.139999,172.263763,22889300
100,04/13/18,174.779999,175.839996,173.850006,174.729996,172.847412,25124300
101,04/16/18,175.029999,176.190002,174.830002,175.820007,173.925674,21578400
102,04/17/18,176.490005,178.940002,176.410004,178.240005,176.319595,26509000
103,04/18/18,177.809998,178.820007,176.880005,177.839996,175.923889,20754500
104,04/19/18,173.759995,175.389999,172.660004,172.800003,170.938202,34808800
105,04/20/18,170.600006,171.220001,165.429993,165.720001,163.934479,65491100
106,04/23/18,166.830002,166.919998,164.089996,165.240005,163.459656,36515500
107,04/24/18,165.669998,166.330002,161.220001,162.940002,161.184448,33692000
108,04/25/18,162.619995,165.419998,162.410004,163.649994,161.88678,28382100
109,04/26/18,164.119995,165.729996,163.369995,164.220001,162.450653,27963000
110,04/27/18,164,164.330002,160.630005,162.320007,160.571121,35655800
111,04/30/18,162.130005,167.259995,161.839996,165.259995,163.479431,42427400
112,05/01/18,166.410004,169.199997,165.270004,169.100006,167.278061,53569400
113,05/02/18,175.229996,177.75,173.800003,176.570007,174.667587,66539400
114,05/03/18,175.880005,177.5,174.440002,176.889999,174.984131,34068200
115,05/04/18,178.25,184.25,178.169998,183.830002,181.84935,56201300
116,05/07/18,185.179993,187.669998,184.75,185.160004,183.165024,42451400
117,05/08/18,184.990005,186.220001,183.669998,186.050003,184.045441,28402800
118,05/09/18,186.550003,187.399994,185.220001,187.360001,185.341339,23211200
119,05/10/18,187.740005,190.369995,187.649994,190.039993,187.992447,27989300
120,05/11/18,189.490005,190.059998,187.449997,188.589996,187.277466,26212200
121,05/14/18,189.009995,189.529999,187.860001,188.149994,186.840515,20778800
122,05/15/18,186.779999,187.070007,185.100006,186.440002,185.142426,23695200
123,05/16/18,186.070007,188.460007,186,188.179993,186.8703,19183100
124,05/17/18,188,188.910004,186.360001,186.990005,185.688599,17294000
125,05/18/18,187.190002,187.809998,186.130005,186.309998,185.013336,18297700
126,05/21/18,188,189.270004,186.910004,187.630005,186.324142,18400800
127,05/22/18,188.380005,188.880005,186.779999,187.160004,185.857422,15240700
128,05/23/18,186.350006,188.5,185.759995,188.360001,187.049057,20058400
129,05/24/18,188.770004,188.839996,186.210007,188.149994,186.840515,23234000
130,05/25/18,188.229996,189.649994,187.649994,188.580002,187.267532,17461000
131,05/29/18,187.600006,188.75,186.869995,187.899994,186.59227,22514100
132,05/30/18,187.720001,188,186.779999,187.5,186.195038,18690500
133,05/31/18,187.220001,188.229996,186.139999,186.869995,185.569427,27482800
134,06/01/18,187.990005,190.259995,187.75,190.240005,188.915985,23442500
135,06/04/18,191.639999,193.419998,191.350006,191.830002,190.494904,26266200
136,06/05/18,193.070007,193.940002,192.360001,193.309998,191.9646,21566000
137,06/06/18,193.630005,194.080002,191.919998,193.979996,192.629944,20933600
138,06/07/18,194.139999,194.199997,192.339996,193.460007,192.113571,21347200
139,06/08/18,191.169998,192,189.770004,191.699997,190.365814,26656800
140,06/11/18,191.350006,191.970001,190.210007,191.229996,189.899094,18308500
141,06/12/18,191.389999,192.610001,191.149994,192.279999,190.941772,16911100
142,06/13/18,192.419998,192.880005,190.440002,190.699997,189.372772,21638400
143,06/14/18,191.550003,191.570007,190.220001,190.800003,189.472076,21610100
144,06/15/18,190.029999,190.160004,188.259995,188.839996,187.525711,61719200
145,06/18/18,187.880005,189.220001,187.199997,188.740005,187.426422,18484900
146,06/19/18,185.139999,186.330002,183.449997,185.690002,184.397644,33578500
147,06/20/18,186.350006,187.199997,185.729996,186.5,185.202011,20628700
148,06/21/18,187.25,188.350006,184.940002,185.460007,184.16925,25711900
149,06/22/18,186.119995,186.149994,184.699997,184.919998,183.632996,27200400
150,06/25/18,183.399994,184.919998,180.729996,182.169998,180.902145,31663100
151,06/26/18,182.990005,186.529999,182.539993,184.429993,183.146408,24569200
152,06/27/18,185.229996,187.279999,184.029999,184.160004,182.878296,25285300
153,06/28/18,184.100006,186.210007,183.800003,185.5,184.208969,17365200
154,06/29/18,186.289993,187.190002,182.910004,185.110001,183.821686,22737700
155,07/02/18,183.820007,187.300003,183.419998,187.179993,185.877258,17731300
156,07/03/18,187.789993,187.949997,183.539993,183.919998,182.639954,13954800
157,07/05/18,185.259995,186.410004,184.279999,185.399994,184.10965,16604200
158,07/06/18,185.419998,188.429993,185.199997,187.970001,186.661789,17485200
159,07/09/18,189.5,190.679993,189.300003,190.580002,189.253616,19756600
160,07/10/18,190.710007,191.279999,190.179993,190.350006,189.025208,15939100
161,07/11/18,188.5,189.779999,187.610001,187.880005,186.572403,18831500
162,07/12/18,189.529999,191.410004,189.309998,191.029999,189.700485,18041100
163,07/13/18,191.080002,191.839996,190.899994,191.330002,189.998398,12513900
164,07/16/18,191.520004,192.649994,190.419998,190.910004,189.581314,15043100
165,07/17/18,189.75,191.869995,189.199997,191.449997,190.117554,15534500
166,07/18/18,191.779999,191.800003,189.929993,190.399994,189.07486,16393400
167,07/19/18,189.690002,192.550003,189.690002,191.880005,190.544571,20286800
